author,poem,words,characters
H. VAUGHAN.,When yet I had not walk'd above,7,31
H. VAUGHAN.,"And looking back, at that short space",7,37
H. VAUGHAN.,When on some gilded cloud or flower,7,35
H. VAUGHAN.,"My gazing soul would dwell an hour,",7,35
H. VAUGHAN.,Before I taught my tongue to wound,7,34
H. VAUGHAN.,Or had the black art to dispense,7,32
H. VAUGHAN.,But felt through all this fleshly dress,7,39
H. VAUGHAN.,"O how I long to travel back,",7,28
H. VAUGHAN.,Where first I left my glorious train;,7,37
H. VAUGHAN.,"Is drunk, and staggers in the way:—",7,35
H. VAUGHAN.,But I by backward steps would move;,7,35
J. MILTON.,"To interpose them oft, is not unwise.",7,37
J. MILTON.,"Cyriack, whose grandsire on the royal bench",7,43
J. MILTON.,"Of British Themis, with no mean applause",7,40
J. MILTON.,"In mirth, that after no repenting draws;",7,40
J. MILTON.,"That with superfluous burden loads the day,",7,43
B. JONSON.,"Now the sun is laid to sleep,",7,29
B. JONSON.,Heaven to clear when day did close;,7,35
B. JONSON.,"Thou that mak'st a day of night,",7,32
R. CRASHAW.,That shall command my heart and me;,7,35
R. CRASHAW.,"Of crystal flesh, through which to shine:",7,41
R. CRASHAW.,"And be ye call'd, my absent kisses.",7,35
R. CRASHAW.,Than what Nature's white hand sets ope.,7,39
R. CRASHAW.,Can crown old Winter's head with flowers.,7,41
R. CRASHAW.,"And when it comes, say, ""Welcome friend.""",7,41
R. CRASHAW.,Weave them a garland of my vows;,7,32
R. CRASHAW.,"I seek no further, it is She.",7,29
ANON.,But if she whom love doth honour,7,32
ANON.,"Blind love, if so ye call him,",7,30
SIR C. SEDLEY.,"Ah, Chloris! could I now but sit",7,32
SIR C. SEDLEY.,"When I the dawn used to admire,",7,31
SIR C. SEDLEY.,Age from no face takes more away,7,32
R. HERRICK.,"And this same flower that smiles to-day,",7,40
R. HERRICK.,"The glorious Lamp of Heaven, the Sun,",7,37
R. HERRICK.,"The sooner will his race be run,",7,32
R. HERRICK.,"But being spent, the worse, and worst",7,37
R. HERRICK.,"For having lost but once your prime,",7,36
COLONEL LOVELACE.,"Tell me not, Sweet, I am unkind",7,31
COLONEL LOVELACE.,"Of thy chaste breast and quiet mind,",7,36
COLONEL LOVELACE.,"True, a new mistress now I chase,",7,33
SIR H. WOTTON.,"More by your number than your light,",7,36
SIR H. WOTTON.,Like the proud virgins of the year,7,34
SIR H. WOTTON.,By your weak accents; what's your praise,7,40
SIR H. WOTTON.,"So, when my Mistress shall be seen",7,34
SIR H. WOTTON.,"In sweetness of her looks and mind,",7,35
SIR H. WOTTON.,"By virtue first, then choice, a Queen,",7,38
SIR H. WOTTON.,"Tell me, if she were not design'd",7,33
SIR H. WOTTON.,Th' eclipse and glory of her kind?,7,34
J. MILTON.,"Daughter to that good earl, once President",7,42
J. MILTON.,Till the sad breaking of that parliament,7,40
J. MILTON.,Kill'd with report that old man eloquent;—,7,42
J. MILTON.,"Wherein your father flourish'd, yet by you,",7,43
J. MILTON.,"Madam, methinks I see him living yet;",7,37
ANON.,"Nor the snow's daughter, a white hand,",7,38
ANON.,"Tell me not of your starry eyes,",7,32
ANON.,"Your lips that seem on roses fed,",7,33
ANON.,Nor sleeps for kissing of his bed:—,7,35
ANON.,"And what are cheeks, but ensigns oft",7,36
ANON.,"Did Helen's breast, though ne'er so soft,",7,41
ANON.,They are but empty cells for pride;,7,35
ANON.,He who the Syren's hair would win,7,33
ANON.,"Could pour my secret heart of woes,",7,35
ANON.,"That hides his murmurs in the rose,—",7,36
R. HERRICK.,All hearts your captives; yours yet free:,7,41
R. HERRICK.,"Will last to be a precious stone,",7,33
R. HERRICK.,When all your world of beauty's gone.,7,37
E. WALLER.,"And shuns to have her graces spied,",7,35
E. WALLER.,And not blush so to be admired.,7,31
E. WALLER.,The common fate of all things rare,7,34
E. WALLER.,That are so wondrous sweet and fair!,7,36
B. JONSON.,"Drink to me only with thine eyes,",7,33
B. JONSON.,"But might I of Jove's nectar sup,",7,33
B. JONSON.,"I sent thee late a rosy wreath,",7,31
B. JONSON.,As giving it a hope that there,7,30
ANON.,There is a garden in her face,7,29
ANON.,"There cherries grow that none may buy,",7,38
ANON.,They look like rose-buds fill'd with snow:,7,42
ANON.,Her eyes like angels watch them still;,7,38
ANON.,"Her brows like bended bows do stand,",7,36
ANON.,All that approach with eye or hand,7,34
R. HERRICK.,"An erring lace, which here and there",7,36
R. HERRICK.,"Do more bewitch me, than when art",7,33
ANON.,"For every season she hath dressings fit,",7,40
E. WALLER.,No monarch but would give his crown,7,35
E. WALLER.,The pale which held that lovely deer:,7,37
E. WALLER.,"Give me but what this ribband bound,",7,36
R. HERRICK.,And 't shall do so for thee.,7,28
R. HERRICK.,"And having none, yet I will keep",7,32
ANON.,So hast thou the same reason still,7,34
SIR C. SEDLEY.,But I am tied to very thee,7,26
SIR C. SEDLEY.,"Thy face I only care to see,",7,28
SIR C. SEDLEY.,For the whole sex can but afford,7,32
SIR C. SEDLEY.,"Why then should I seek further store,",7,37
SIR C. SEDLEY.,"When change itself can give no more,",7,36
COLONEL LOVELACE.,When I lie tangled in her hair,7,30
COLONEL LOVELACE.,The birds that wanton in the air,7,32
COLONEL LOVELACE.,"When thirsty grief in wine we steep,",7,36
COLONEL LOVELACE.,When I shall voice aloud how good,7,33
COLONEL LOVELACE.,"Stone walls do not a prison make,",7,33
COLONEL LOVELACE.,If I have freedom in my love,7,28
COLONEL LOVELACE.,If to be absent were to be,7,26
COLONEL LOVELACE.,"Pity from blustering wind, or swallowing wave.",7,46
COLONEL LOVELACE.,"Though seas and land betwixt us both,",7,37
COLONEL LOVELACE.,"Unseen, unknown; and greet as Angels greet.",7,43
COLONEL LOVELACE.,"In Heaven, their earthy bodies left behind.",7,43
SIR J. SUCKLING.,"Why so pale and wan, fond lover?",7,32
SIR J. SUCKLING.,"Will, if looking well can't move her,",7,37
SIR J. SUCKLING.,"Why so dull and mute, young sinner?",7,35
SIR J. SUCKLING.,"Will, when speaking well can't win her,",7,39
SIR J. SUCKLING.,"If of herself she will not love,",7,32
A. COWLEY.,And tell thy silent master's humble tale,7,40
G. WITHER.,Or my cheeks make pale with care,7,32
G. WITHER.,"If she be not so to me,",7,23
G. WITHER.,What care I how fair she be?,7,28
G. WITHER.,"If she be not so to me,",7,23
G. WITHER.,What care I how kind she be?,7,28
G. WITHER.,Which may gain her name of Best;,7,32
G. WITHER.,"If she be not such to me,",7,25
G. WITHER.,What care I how good she be?,7,28
G. WITHER.,Shall I play the fool and die?,7,30
G. WITHER.,Think what with them they would do,7,34
G. WITHER.,What care I how great she be?,7,29
G. WITHER.,"Great, or good, or kind, or fair,",7,33
G. WITHER.,I will die ere she shall grieve;,7,32
G. WITHER.,"If she slight me when I woo,",7,28
G. WITHER.,I can scorn and let her go;,7,27
G. WITHER.,"For if she be not for me,",7,25
G. WITHER.,What care I for whom she be?,7,28
J. FLETCHER.,"A look that's fasten'd to the ground,",7,37
J. FLETCHER.,A tongue chain'd up without a sound!,7,36
J. FLETCHER.,Are warmly housed save bats and owls!,7,37
J. FLETCHER.,These are the sounds we feed upon;,7,34
J. FLETCHER.,Nothing's so dainty sweet as lovely melancholy.,7,47
SIR W. SCOTT.,"When first thy mystic braid was wove,",7,37
SIR W. SCOTT.,Since then how often hast thou prest,7,36
SIR W. SCOTT.,"The torrid zone of this wild breast,",7,36
SIR W. SCOTT.,With the first sin that peopled hell;,7,37
SIR W. SCOTT.,"A breast whose blood's a troubled ocean,",7,40
SIR W. SCOTT.,O if such clime thou canst endure,7,33
SIR W. SCOTT.,"Yet keep thy hue unstain'd and pure,",7,36
SIR W. SCOTT.,Of that fierce realm had Agnes wrought!,7,39
SIR W. SCOTT.,I had not wander'd far and wide,7,31
SIR W. SCOTT.,With such an angel for my guide;,7,32
SIR W. SCOTT.,"To start, pursue, and bring to bay,",7,35
SIR W. SCOTT.,And soothed each wound which pride inflamed:—,7,45
ANON.,"I leant my back unto an aik,",7,28
ANON.,I thought it was a trusty tree;,7,31
ANON.,Sae my true Love did lichtly me.,7,32
ANON.,"O waly waly, but love be bonny",7,30
ANON.,A little time while it is new;,7,30
ANON.,"But when 'tis auld, it waxeth cauld,",7,36
ANON.,O wherefore should I busk my head?,7,34
ANON.,Or wherefore should I kame my hair?,7,35
ANON.,"For my true Love has me forsook,",7,32
ANON.,And says he'll never loe me mair.,7,33
ANON.,"Saint Anton's well sall be my drink,",7,36
ANON.,Since my true Love has forsaken me.,7,35
ANON.,"O gentle Death, when wilt thou come?",7,36
ANON.,For of my life I am wearíe.,7,27
ANON.,"'Tis not the frost, that freezes fell,",7,38
ANON.,When we came in by Glasgow town,7,31
ANON.,We were a comely sight to see;,7,30
ANON.,"But had I wist, before I kist,",7,30
ANON.,And pinn'd it wi' a siller pin.,7,31
ANON.,"And I mysell were dead and gane,",7,32
ANON.,And the green grass growing over me!,7,36
ANON.,I wish I were where Helen lies;,7,31
ANON.,Night and day on me she cries;,7,30
ANON.,O that I were where Helen lies,7,30
ANON.,"When in my arms burd Helen dropt,",7,33
ANON.,"I laid her down wi' meikle care,",7,32
ANON.,"As I went down the water side,",7,30
ANON.,"I lighted down my sword to draw,",7,32
ANON.,For her sake that died for me.,7,30
ANON.,I'll make a garland of thy hair,7,31
ANON.,O that I were where Helen lies!,7,31
ANON.,Night and day on me she cries;,7,30
ANON.,"I wish my grave were growing green,",7,35
ANON.,I wish I were where Helen lies;,7,31
ANON.,Night and day on me she cries;,7,30
ANON.,"And I am weary of the skies,",7,28
ANON.,I heard twa corbies making a mane;,7,34
ANON.,"""Where sall we gang and dine to-day?""",7,37
ANON.,I wot there lies a new-slain Knight;,7,36
ANON.,"And naebody kens that he lies there,",7,36
ANON.,"""His hound is to the hunting gane,",7,34
ANON.,"His hawk to fetch the wild-fowl hame,",7,37
ANON.,So we may mak our dinner sweet.,7,31
ANON.,Wi' ae lock o' his gowden hair,7,30
ANON.,"""Mony a one for him makes mane,",7,31
R. HERRICK.,But you may stay yet here awhile,7,32
R. HERRICK.,"But you are lovely leaves, where we",7,35
R. HERRICK.,And after they have shown their pride,7,37
R. HERRICK.,As quick a growth to meet decay,7,31
R. HERRICK.,Or as the pearls of morning's dew,7,33
A. MARVELL.,"Crown'd from some single herb or tree,",7,38
A. MARVELL.,"Fair Quiet, have I found thee here,",7,35
A. MARVELL.,No white nor red was ever seen,7,30
A. MARVELL.,Cut in these trees their mistress' name:,7,40
A. MARVELL.,"Fair trees! where'er your barks I wound,",7,40
A. MARVELL.,"When we have run our passions' heat,",7,36
A. MARVELL.,What wondrous life in this I lead!,7,34
A. MARVELL.,Upon my mouth do crush their wine;,7,34
A. MARVELL.,"Ensnared with flowers, I fall on grass.",7,39
A. MARVELL.,"The mind, that ocean where each kind",7,36
A. MARVELL.,My soul into the boughs does glide;,7,35
A. MARVELL.,"Then whets and claps its silver wings,",7,38
A. MARVELL.,Waves in its plumes the various light.,7,38
A. MARVELL.,While man there walk'd without a mate:,7,38
A. MARVELL.,"After a place so pure and sweet,",7,32
A. MARVELL.,What other help could yet be meet!,7,34
A. MARVELL.,Of flowers and herbs this dial new!,7,35
A. MARVELL.,"And, as it works, th' industrious bee",7,37
A. MARVELL.,Computes its time as well as we.,7,32
A. MARVELL.,How could such sweet and wholesome hours,7,40
A. MARVELL.,"Be reckon'd, but with herbs and flowers!",7,40
J. MILTON.,Where brooding Darkness spreads his jealous wings,7,49
J. MILTON.,"There, under ebon shades and low-browed rocks",7,45
J. MILTON.,"But come, thou Goddess fair and free,",7,37
J. MILTON.,The frolic wind that breathes the spring,7,40
J. MILTON.,"Fill'd her with thee, a daughter fair,",7,38
J. MILTON.,"Haste thee, Nymph, and bring with thee",7,38
J. MILTON.,And love to live in dimple sleek;,7,33
J. MILTON.,"Come, and trip it as you go",7,27
J. MILTON.,"And if I give thee honour due,",7,30
J. MILTON.,To hear the lark begin his flight,7,33
J. MILTON.,"Then to come, in spite of sorrow,",7,33
J. MILTON.,"And to the stack, or the barn-door,",7,35
J. MILTON.,Oft listening how the hounds and horn,7,37
J. MILTON.,"From the side of some hoar hill,",7,32
J. MILTON.,Where the great Sun begins his state,7,36
J. MILTON.,Straight mine eye hath caught new pleasures,7,43
J. MILTON.,To the tann'd haycock in the mead.,7,34
J. MILTON.,"With stories told of many a feat,",7,33
J. MILTON.,"She was pinch'd and pull'd, she said;",7,37
J. MILTON.,His shadowy flail hath thresh'd the corn,7,40
J. MILTON.,"Then lies him down the lubber fiend,",7,36
J. MILTON.,"And, stretch'd out all the chimney's length,",7,44
J. MILTON.,Basks at the fire his hairy strength;,7,37
J. MILTON.,"And crop-full out of doors he flings,",7,37
J. MILTON.,Ere the first cock his matin rings.,7,35
J. MILTON.,"Where throngs of knights and barons bold,",7,41
J. MILTON.,"In weeds of peace high triumphs hold,",7,37
J. MILTON.,"With store of ladies, whose bright eyes",7,39
J. MILTON.,"Of wit or arms, while both contend",7,34
J. MILTON.,To win her grace whom all commend.,7,34
J. MILTON.,Such as the meeting soul may pierce,7,35
J. MILTON.,"In notes, with many a winding bout",7,34
J. MILTON.,That Orpheus' self may heave his head,7,37
J. MILTON.,"Of Pluto, to have quite set free",7,32
J. MILTON.,"Mirth, with thee I mean to live.",7,32
J. MILTON.,The brood of Folly without father bred!,7,39
J. MILTON.,And fancies fond with gaudy shapes possess,7,42
J. MILTON.,"But hail, thou goddess sage and holy,",7,37
J. MILTON.,"To hit the sense of human sight,",7,32
J. MILTON.,Or that starr'd Ethiop queen that strove,7,40
J. MILTON.,Such mixture was not held a stain:,7,34
J. MILTON.,"He met her, and in secret shades",7,32
J. MILTON.,All in a robe of darkest grain,7,30
J. MILTON.,Thy rapt soul sitting in thine eyes:,7,36
J. MILTON.,And hears the Muses in a ring,7,29
J. MILTON.,That in trim gardens takes his pleasure:—,7,41
J. MILTON.,"But first, and chiefest, with thee bring",7,40
J. MILTON.,"Him that yon soars on golden wing,",7,34
J. MILTON.,Like one that had been led astray,7,33
J. MILTON.,"Oft, on a plat of rising ground",7,31
J. MILTON.,"Or, if the air will not permit,",7,31
J. MILTON.,To bless the doors from nightly harm.,7,37
J. MILTON.,Or let my lamp at midnight hour,7,31
J. MILTON.,"Be seen in some high lonely tower,",7,34
J. MILTON.,"Where I may oft out-watch the Bear,",7,35
J. MILTON.,What worlds or what vast regions hold,7,37
J. MILTON.,And of those demons that are found,7,34
J. MILTON.,"In fire, air, flood, or under ground,",7,37
J. MILTON.,Or what (though rare) of later age,7,34
J. MILTON.,"But, O sad Virgin, that thy power",7,33
J. MILTON.,Or bid the soul of Orpheus sing,7,31
J. MILTON.,"Such notes as, warbled to the string,",7,37
J. MILTON.,Or call up him that left half-told,7,34
J. MILTON.,That own'd the virtuous ring and glass;,7,39
J. MILTON.,And of the wondrous horse of brass,7,34
J. MILTON.,On which the Tartar king did ride;,7,34
J. MILTON.,And if aught else great bards beside,7,36
J. MILTON.,In sage and solemn tunes have sung,7,34
J. MILTON.,"When the gust hath blown his fill,",7,34
J. MILTON.,With minute drops from off the eaves.,7,37
J. MILTON.,And when the sun begins to fling,7,32
J. MILTON.,"Where the rude axe, with heavéd stroke,",7,39
J. MILTON.,Was never heard the nymphs to daunt,7,35
J. MILTON.,Or fright them from their hallow'd haunt.,7,41
J. MILTON.,There in close covert by some brook,7,35
J. MILTON.,"That at her flowery work doth sing,",7,35
J. MILTON.,Wave at his wings in aery stream,7,32
J. MILTON.,"And, as I wake, sweet music breathe",7,35
J. MILTON.,"Sent by some spirit to mortals good,",7,36
J. MILTON.,Or the unseen Genius of the wood.,7,33
J. MILTON.,But let my due feet never fail,7,30
J. MILTON.,"As may with sweetness, through mine ear,",7,40
J. MILTON.,And bring all Heaven before mine eyes.,7,38
J. MILTON.,And may at last my weary age,7,28
J. MILTON.,Where I may sit and rightly spell,7,33
J. MILTON.,"Of every star that heaven doth show,",7,36
J. MILTON.,And every herb that sips the dew;,7,33
A. MARVELL.,From a small boat that row'd along,7,34
A. MARVELL.,That led us through the watery maze,7,35
A. MARVELL.,"That lift the deep upon their backs,",7,36
A. MARVELL.,And yet far kinder than our own?,7,32
A. MARVELL.,"He lands us on a grassy stage,",7,30
A. MARVELL.,"Safe from the storms, and prelate's rage:",7,41
A. MARVELL.,He hangs in shades the orange bright,7,36
A. MARVELL.,"Like golden lamps in a green night,",7,35
A. MARVELL.,And throws the melons at our feet;,7,34
A. MARVELL.,"But apples plants of such a price,",7,34
A. MARVELL.,No tree could ever bear them twice.,7,35
A. MARVELL.,And makes the hollow seas that roar,7,35
A. MARVELL.,He cast (of which we rather boast),7,34
A. MARVELL.,A temple where to sound His name.,7,33
A. MARVELL.,O let our voice His praise exalt,7,32
A. MARVELL.,—Thus sung they in the English boat,7,35
A. MARVELL.,With falling oars they kept the time.,7,37
J. MILTON.,Where the bright Seraphim in burning row,7,40
J. MILTON.,And the Cherubic host in thousand quires,7,40
J. MILTON.,"Touch their immortal harps of golden wires,",7,43
J. MILTON.,"That we on earth, with undiscording voice",7,41
J. MILTON.,"As once we did, till disproportion'd sin",7,40
J. DRYDEN.,(So should desert in arms be crown'd).,7,38
J. DRYDEN.,In flower of youth and beauty's pride:—,7,39
J. DRYDEN.,None but the brave deserves the fair.,7,37
J. DRYDEN.,Such is the power of mighty love!,7,33
J. DRYDEN.,A dragon's fiery form belied the god;,7,37
J. DRYDEN.,And while he sought her snowy breast;,7,37
J. DRYDEN.,"Then round her slender waist he curl'd,",7,39
J. DRYDEN.,—The listening crowd admire the lofty sound!,7,44
J. DRYDEN.,A present deity! the vaulted roofs rebound!,7,43
J. DRYDEN.,Of Bacchus ever fair and ever young:,7,36
J. DRYDEN.,And while he Heaven and Earth defied,7,36
J. DRYDEN.,Changed his hand and check'd his pride.,7,39
J. DRYDEN.,On the bare earth exposed he lies,7,33
J. DRYDEN.,"—With downcast looks the joyless victor sate,",7,45
J. DRYDEN.,That love was in the next degree;,7,33
J. DRYDEN.,For pity melts the mind to love.,7,32
J. DRYDEN.,Soon he soothed his soul to pleasures.,7,38
J. DRYDEN.,"War, he sung, is toil and trouble,",7,34
J. DRYDEN.,"If the world be worth thy winning,",7,34
J. DRYDEN.,Take the good the gods provide thee!,7,36
J. DRYDEN.,"The prince, unable to conceal his pain,",7,39
J. DRYDEN.,"And sigh'd and look'd, sigh'd and look'd,",7,41
J. DRYDEN.,The vanquish'd victor sunk upon her breast.,7,43
J. DRYDEN.,How they point to the Persian abodes,7,36
J. DRYDEN.,And glittering temples of their hostile gods.,7,45
J. DRYDEN.,—The princes applaud with a furious joy:,7,40
J. DRYDEN.,"And like another Helen, fired another Troy!",7,43
J. DRYDEN.,The sweet enthusiast from her sacred store,7,42
J. DRYDEN.,"With Nature's mother-wit, and arts unknown before.",7,50
J. DRYDEN.,He raised a mortal to the skies;,7,32
T. GRAY.,"Mute was the music of the air,",7,30
T. GRAY.,And o'er the cheek of Sorrow throw,7,34
T. GRAY.,Gilds with a gleam of distant day.,7,34
T. GRAY.,The hues of bliss more brightly glow,7,36
T. GRAY.,See the wretch that long has tost,7,33
T. GRAY.,"The simplest note that swells the gale,",7,39
T. GRAY.,"The common sun, the air, the skies,",7,35
A. POPE.,"Happy the man, whose wish and care",7,34
A. POPE.,Whose trees in summer yield him shade,7,37
A. POPE.,"Hours, days, and years, slide soft away",7,39
A. POPE.,"In health of body, peace of mind,",7,33
A. POPE.,Sound sleep by night; study and ease,7,36
C. CIBBER.,"What are the blessings of the sight,",7,36
C. CIBBER.,"You talk of wondrous things you see,",7,36
C. CIBBER.,My day or night myself I make,7,29
C. CIBBER.,But sure with patience I can bear,7,33
C. CIBBER.,Then let not what I cannot have,7,31
T. GRAY.,"The fair round face, the snowy beard,",7,37
T. GRAY.,"Her coat that with the tortoise vies,",7,37
T. GRAY.,"Her ears of jet, and emerald eyes—",7,34
T. GRAY.,"Two angel forms were seen to glide,",7,35
T. GRAY.,"A whisker first, and then a claw",7,32
T. GRAY.,"Know one false step is ne'er retrieved,",7,39
T. GRAY.,Not all that tempts your wandering eyes,7,39
A. PHILIPS.,"And thou shalt in thy daughter see,",7,35
J. THOMSON.,"This was the charter of her land,",7,33
J. THOMSON.,The nations not so blest as thee,7,32
J. THOMSON.,"Must in their turn to tyrants fall,",7,35
J. THOMSON.,Whilst thou shalt flourish great and free,7,41
J. THOMSON.,The dread and envy of them all.,7,31
J. THOMSON.,Serves but to root thy native oak.,7,34
J. THOMSON.,All their attempts to bend thee down,7,36
J. THOMSON.,And work their woe and thy renown.,7,34
J. THOMSON.,"All thine shall be the subject main,",7,36
J. THOMSON.,And manly hearts to guard the fair:—,7,36
T. GRAY.,They mock the air with idle state.,7,34
T. GRAY.,"Nor e'en thy virtues, tyrant, shall avail",7,41
T. GRAY.,"Of the first Edward scatter'd wild dismay,",7,42
T. GRAY.,Stout Glo'ster stood aghast in speechless trance;,7,49
T. GRAY.,Robed in the sable garb of woe,7,30
T. GRAY.,Struck the deep sorrows of his lyre:,7,36
T. GRAY.,"""Hark, how each giant oak and desert-cave",7,41
T. GRAY.,Sighs to the torrent's awful voice beneath!,7,43
T. GRAY.,Revenge on thee in hoarser murmurs breathe;,7,43
T. GRAY.,"Vocal no more, since Cambria's fatal day,",7,41
T. GRAY.,Brave Urien sleeps upon his craggy bed:,7,39
T. GRAY.,Made huge Plinlimmon bow his cloud-topt head.,7,45
T. GRAY.,"Far, far aloof the affrighted ravens sail;",7,42
T. GRAY.,"The famish'd eagle screams, and passes by.",7,42
T. GRAY.,"Dear lost companions of my tuneful art,",7,39
T. GRAY.,Ye died amidst your dying country's cries—,7,42
T. GRAY.,"I see them sit; They linger yet,",7,32
T. GRAY.,"With me in dreadful harmony they join,",7,38
T. GRAY.,"""Weave the warp and weave the woof",7,34
T. GRAY.,Mark the year and mark the night,7,32
T. GRAY.,"Amazement in his van, with Flight combined,",7,43
T. GRAY.,"And Sorrow's faded form, and Solitude behind.",7,45
T. GRAY.,Low on his funeral couch he lies!,7,33
T. GRAY.,While proudly riding o'er the azure realm,7,41
T. GRAY.,In gallant trim the gilded Vessel goes:,7,39
T. GRAY.,A baleful smile upon their baffled guest.,7,41
T. GRAY.,"Heard ye the din of battle bray,",7,32
T. GRAY.,"Lance to lance, and horse to horse?",7,35
T. GRAY.,"Ye Towers of Julius! London's lasting shame,",7,44
T. GRAY.,"Revere his Consort's faith, his Father's fame,",7,46
T. GRAY.,And spare the meek usurper's holy head!,7,39
T. GRAY.,"Twined with her blushing foe, we spread:",7,40
T. GRAY.,"Now, brothers, bending o'er the accurséd loom,",7,46
T. GRAY.,"Leave me unbless'd, unpitied, here to mourn:",7,44
T. GRAY.,"They melt, they vanish from my eyes.",7,36
T. GRAY.,"Visions of glory, spare my aching sight,",7,40
T. GRAY.,No more our long-lost Arthur we bewail:—,7,40
T. GRAY.,Her eye proclaims her of the Briton-Line:,7,41
T. GRAY.,"What strings symphonious tremble in the air,",7,44
T. GRAY.,"Hear from the grave, great Taliessin, hear;",7,43
T. GRAY.,"And Truth severe, by fairy Fiction drest.",7,41
T. GRAY.,"With Horror, tyrant of the throbbing breast.",7,44
T. GRAY.,And distant warblings lessen on my ear,7,38
T. GRAY.,And warms the nations with redoubled ray.,7,41
T. GRAY.,Enough for me: with joy I see,7,29
T. GRAY.,"To triumph and to die are mine.""",7,32
W. COLLINS.,She there shall dress a sweeter sod,7,35
W. COLLINS.,"By fairy hands their knell is rung,",7,35
W. COLLINS.,By forms unseen their dirge is sung:,7,36
R. BURNS.,Nae joy nor pleasure can she see;,7,33
R. BURNS.,"For e'en and morn she cries, Alas!",7,34
R. BURNS.,A waefu' day it was to me!,7,26
R. BURNS.,"For there I lost my father dear,",7,32
R. BURNS.,Their graves are growing green to see:,7,38
R. BURNS.,And by them lies the dearest lad,7,32
R. BURNS.,"Now wae to thee, thou cruel lord,",7,33
R. BURNS.,A bluidy man I trow thou be;,7,28
J. ELLIOTT.,"I've heard them lilting at our ewe-milking,",7,43
J. ELLIOTT.,Lasses a' lilting before dawn o' day;,7,37
J. ELLIOTT.,Lasses are lonely and dowie and wae;,7,36
J. ELLIOTT.,"Bandsters are lyart, and runkled and gray;",7,42
J. ELLIOTT.,Women and bairns are heartless and wae;,7,39
J. ELLIOTT.,Sighing and moaning on ilka green loaning—,7,42
J. LOGAN.,When now thy waves his body cover!,7,34
J. LOGAN.,For never on thy banks shall I,7,30
J. LOGAN.,"Behold my Love, the flower of Yarrow!",7,37
J. LOGAN.,To bear me to his father's bowers;,7,34
J. LOGAN.,To squire me to his father's towers;,7,36
J. LOGAN.,"Now he is wedded to his grave,",7,30
J. LOGAN.,My passion I as freely told him;,7,32
J. LOGAN.,"Clasp'd in his arms, I little thought",7,37
J. LOGAN.,That I should never more behold him!,7,36
J. LOGAN.,It vanish'd with a shriek of sorrow;,7,36
J. LOGAN.,And gave a doleful groan thro' Yarrow.,7,38
J. LOGAN.,With all the longing of a mother;,7,33
J. LOGAN.,The green-wood path to meet her brother;,7,40
J. LOGAN.,They sought him all the forest thorough;,7,40
J. LOGAN.,"They only saw the cloud of night,",7,33
J. LOGAN.,They only heard the roar of Yarrow.,7,35
J. LOGAN.,"Thou hast no son, thou tender mother!",7,37
J. LOGAN.,"Alas, thou hast no more a brother!",7,34
J. LOGAN.,No longer seek him east or west,7,31
J. LOGAN.,And search no more the forest thorough;,7,39
J. LOGAN.,"For, wandering in the night so dark,",7,36
J. LOGAN.,He fell a lifeless corpse in Yarrow.,7,36
J. LOGAN.,"The tear shall never leave my cheek,",7,36
J. LOGAN.,No other youth shall be my marrow—,7,34
J. LOGAN.,"I'll seek thy body in the stream,",7,33
J. LOGAN.,"—The tear did never leave her cheek,",7,36
J. LOGAN.,"She found his body in the stream,",7,33
ANON.,Down in yon garden sweet and gay,7,32
ANON.,I heard a fair maid sighing say,7,31
ANON.,Convey a kiss frae his dear mouth,7,33
ANON.,"""O tell sweet Willie to come doon",7,33
ANON.,And see the birds on ilka bush,7,30
ANON.,"""The lav'rock there, wi' her white breast",7,41
ANON.,"""O Leader haughs are wide and braid",7,35
ANON.,"""But Willie's gone, whom I thought on,",7,38
ANON.,"""Yestreen I made my bed fu' braid,",7,34
ANON.,"Or came you by yon meadow green,",7,32
ANON.,"Syne, in the cleaving of a craig,",7,33
J. GAY.,"""O! where shall I my true-love find?",7,36
J. GAY.,"Rock'd with the billow to and fro,",7,34
J. GAY.,Soon as her well-known voice he heard,7,37
J. GAY.,"He sigh'd, and cast his eyes below;",7,35
J. GAY.,Shuts close his pinions to his breast,7,37
J. GAY.,And drops at once into her nest:—,7,33
J. GAY.,The noblest captain in the British fleet,7,40
J. GAY.,Might envy William's lip those kisses sweet,7,43
J. GAY.,Let me kiss off that falling tear;,7,34
J. GAY.,Who tempt with doubts thy constant mind:,7,40
J. GAY.,For Thou art present wheresoe'er I go.,7,38
J. GAY.,"""If to fair India's coast we sail,",7,34
J. GAY.,"Thy eyes are seen in diamonds bright,",7,37
J. GAY.,Thus every beauteous object that I view,7,39
J. GAY.,"""Though battle call me from thy arms",7,36
J. GAY.,"Though cannons roar, yet safe from harms",7,40
J. GAY.,Her lessening boat unwilling rows to land;,7,42
H. CAREY.,"She is the darling of my heart,",7,31
H. CAREY.,There is no lady in the land,7,28
H. CAREY.,"She is the darling of my heart,",7,31
H. CAREY.,And through the streets does cry 'em;,7,37
H. CAREY.,To such as please to buy 'em;,7,29
H. CAREY.,But sure such folks could ne'er beget,7,37
H. CAREY.,"She is the darling of my heart,",7,31
H. CAREY.,"She is the darling of my heart,",7,31
H. CAREY.,And that's the day that comes betwixt,7,37
H. CAREY.,"She is the darling of my heart,",7,31
H. CAREY.,Because I leave him in the lurch,7,32
H. CAREY.,"She is the darling of my heart,",7,31
